Date Occurred ,Crime Description
1/18/2019 ,UNLAWFUL USE OF I.D.               
3/14/2019 ,DISORDERLY CONDUCT-ALL OTHER       
3/13/2019 ,DECEPTIVE PRACTICES                
3/15/2019 ,EXPIRED REGISTRATION               
3/15/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
3/15/2019 ,DRIVING UNDER SUSPENDED LICENSE    
3/15/2019 ,IMPOUNDED VEHICLE                  
3/16/2019 ,AGG DISCHARGE OF FIREARM           
3/16/2019 ,IMPOUNDED VEHICLE                  
3/16/2019 ,ASSAULT-AGGRAVATED                 
3/16/2019 ,ASSAULT-AGGRAVATED                 
3/15/2019 ,ACCIDENT INVOLVING NON-INJURY      
3/15/2019 ,ACCIDENT HIT AND RUN               
1/02/2019 ,SPEEDING (RADAR)                   
1/03/2019 ,NO REGISTRATION                    
1/01/2019 ,OBSTRUCTED REG/IMPROP DISPLAY      
1/01/2019 ,OTHER EQUIPMENT VIOLATIONS         
1/06/2019 ,TRAFFIC SIGN VIOLATION             
1/06/2019 ,SPEEDING (RADAR)                   
1/07/2019 ,BATTERY-DOMESTIC                   
1/07/2019 ,BATTERY-DOMESTIC                   
1/05/2019 ,FAILURE TO SIGNAL                  
1/02/2019 ,SPEEDING (RADAR)                   
1/07/2019 ,WARRANT-IN STATE                   
1/02/2019 ,SPEEDING (RADAR)                   
1/07/2019 ,ROBBERY-ARMED                      
1/08/2019 ,LOST DRIVERS LICENSE/PLATE         
1/08/2019 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
1/04/2019 ,ACCIDENT INVOLVING NON-INJURY      
1/04/2019 ,ACCIDENT HIT AND RUN               
1/04/2019 ,ACCIDENT ON PRIVATE PROPERTY       
1/04/2019 ,SPEEDING (RADAR)                   
1/03/2019 ,SPEEDING (RADAR)                   
2/08/2019 ,TELEPHONE THREAT                   
2/08/2019 ,OTHER TROUBLE/INFO RPT             
2/09/2019 ,DOMESTIC DISPUTE                   
2/09/2019 ,DOMESTIC DISPUTE                   
2/09/2019 ,BATTERY-DOMESTIC                   
2/10/2019 ,IMPOUNDED VEHICLE                  
2/10/2019 ,NO VALID DL DRIVERS LICENSE        
2/08/2019 ,VOID FILE NUMBER                   
2/08/2019 ,ACCIDENT INVOLVING NON-INJURY      
1/10/2019 ,NO VALID DL DRIVERS LICENSE        
1/10/2019 ,TERRY STOPS                        
1/10/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
1/10/2019 ,IMPOUNDED VEHICLE                  
1/09/2019 ,FIELD INTERVIEW                    
1/04/2019 ,FIELD INTERVIEW                    
1/04/2019 ,FIELD INTERVIEW                    
1/11/2019 ,WARRANT-IN STATE                   
1/03/2019 ,SEAT BELT-DRIVER & PASSENGER       
1/04/2019 ,SPEEDING (RADAR)                   
1/11/2019 ,TERRY STOPS                        
1/11/2019 ,DRIVING UNDER SUSPENDED LICENSE    
1/11/2019 ,IMPOUNDED VEHICLE                  
1/12/2019 ,DRIVING UNDER REVOKED LICENSE      
1/12/2019 ,ACCIDENT INVOLVING NON-INJURY      
1/12/2019 ,ACCIDENT HIT AND RUN               
1/12/2019 ,LEAVING THE SCENE OF AN ACCIDENT   
1/12/2019 ,IMPOUNDED VEHICLE                  
1/12/2019 ,ACCIDENT INVOLVING NON-INJURY      
1/12/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
1/12/2019 ,DRIVING UNDER THE INFL-ALCOHOL     
1/12/2019 ,BREATH ALCOHOL OVER LIMIT          
1/12/2019 ,ACCIDENT ON PRIVATE PROPERTY       
1/12/2019 ,IMPOUNDED VEHICLE                  
1/12/2019 ,OBSTRUCTING JUSTICE                
1/12/2019 ,FUGITIVE FROM JUSTICE              
1/12/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
1/12/2019 ,CONTROLLED SUBSTANCE-POSSESSION    
1/12/2019 ,DRIVING UNDER SUSPENDED LICENSE    
2/08/2019 ,ACCIDENT HIT AND RUN               
2/11/2019 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
2/11/2019 ,SUICIDE ATTEMPT/DRUGS              
2/11/2019 ,THEFT $500 AND UNDER               
2/11/2019 ,CRISIS INTERVEN. - MENTAL ILLNESS  
2/09/2019 ,LOST DRIVERS LICENSE/PLATE         
2/09/2019 ,LOST ARTICLES                      
2/04/2019 ,SPEEDING (RADAR)                   
2/05/2019 ,SPEEDING (RADAR)                   
2/07/2019 ,FIELD INTERVIEW                    
2/11/2019 ,TRAFFIC SIGNAL VIOLATION           
2/12/2019 ,DRIVING UNDER REVOKED LICENSE      
2/12/2019 ,IMPOUNDED VEHICLE                  
2/12/2019 ,EXPIRED REGISTRATION               
2/07/2019 ,BURGLARY FROM MOTOR VEHICLE        
2/08/2019 ,ANIMAL - MISC CALLS                
2/08/2019 ,CRUELTY TO ANIMALS                 
2/08/2019 ,DISTURBING PEACE - BARKING DOG     
2/08/2019 ,RABIES VACCINE REQUIRED            
2/12/2019 ,BURGLARY FROM MOTOR VEHICLE        
2/09/2019 ,FIELD INTERVIEW                    
2/12/2019 ,ACCIDENT INVOLVING NON-INJURY      
2/12/2019 ,FAILURE TO REDUCE SPEED            
2/11/2019 ,SPEEDING (RADAR)                   
3/11/2019 ,FORGERY                            
3/12/2019 ,SPEEDING (RADAR)                   
3/11/2019 ,TRAFFIC SIGN VIOLATION             
3/13/2019 ,ARMED VIOLENCE                     
3/13/2019 ,UNLAWFUL POSS/USE WEAPON BY FELON  
3/13/2019 ,AGGR UNLAWFUL USE OF WEAPON        
3/13/2019 ,DEL/MANUF CANNABIS UNDER 10 G -MISD
3/13/2019 ,DELIVERY CONTROLLED SUB            
3/13/2019 ,PROPERTY FORFEITURE-MAINTAIN PUBLIC
3/13/2019 ,TERRY STOPS                        
3/13/2019 ,WARRANT-IN STATE                   
3/13/2019 ,DRIVING UNDER SUSPENDED LICENSE    
3/13/2019 ,IMPOUNDED VEHICLE                  
3/13/2019 ,UNLAWFUL USE REG(WRONG VEH)        
3/08/2019 ,TELEPHONE THREAT                   
3/13/2019 ,DISORDERLY CONDUCT-ALL OTHER       
3/13/2019 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
3/13/2019 ,THEFT-RETAIL                       
3/15/2019 ,FOUND ARTICLES                     
3/15/2019 ,FOUND ARTICLES                     
3/12/2019 ,WARRANT-IN STATE                   
3/05/2019 ,WARRANT-IN STATE                   
2/15/2019 ,DECEPTIVE PRACTICES                
3/05/2019 ,ASSIST SICK & INJURED              
3/05/2019 ,RETAIL THEFT                       
3/05/2019 ,CRISIS INTERVEN. - MENTAL ILLNESS  
3/13/2019 ,BATTERY                            
3/13/2019 ,BATTERY-AGGRAVATED                 
3/13/2019 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
3/14/2019 ,ENDANG LIFE/HEALTH OF CHILD        
3/11/2019 ,SPEEDING (RADAR)                   
3/16/2019 ,DRIVING UNDER SUSPENDED LICENSE    
3/16/2019 ,IMPOUNDED VEHICLE                  
3/16/2019 ,CANCEL/SUSPEND/REVOKED REGISTRATION
2/19/2019 ,ASSAULT-AGGRAVATED                 
2/18/2019 ,FIELD INTERVIEW                    
2/18/2019 ,FIELD INTERVIEW                    
2/18/2019 ,ELECTRONIC COMMUNICATION-VOICE     
2/18/2019 ,NO REAR REGISTRATION LIGHT         
2/18/2019 ,OTHER EQUIPMENT VIOLATIONS         
2/18/2019 ,SPEEDING (RADAR)                   
2/05/2019 ,THEFT OVER $500                    
2/20/2019 ,VOID FILE NUMBER                   
2/18/2019 ,NO VALID DL DRIVERS LICENSE        
2/27/2019 ,OTHER TROUBLE/INFO RPT             
3/16/2019 ,WARRANT-IN STATE                   
3/18/2019 ,FOUND ARTICLES                     
3/15/2019 ,CRISIS INTERVEN. - OTHER           
3/17/2019 ,THEFT $500 AND UNDER               
3/10/2019 ,NO TAILLIGHTS                      
3/18/2019 ,SUICIDE THREAT-NO ATTEMPT          
3/18/2019 ,USE OF FORCE BY OFFICER            
3/18/2019 ,CRISIS INTERVEN. - SUICIDE IDEATION
3/17/2019 ,TRAFFIC SIGNAL VIOLATION           
3/16/2019 ,NO REGISTRATION                    
3/16/2019 ,ELECTRONIC COMMUNICATION-VOICE     
3/16/2019 ,TRAFFIC SIGNAL VIOLATION           
3/17/2019 ,CRIMINAL DAMAGE TO PROPERTY        
3/20/2019 ,VOID FILE NUMBER                   
3/20/2019 ,FOUND ARTICLES                     
3/16/2019 ,TERRY STOPS                        
3/20/2019 ,VIOLATION ORDER PROTECTION         
3/20/2019 ,PROBATION VIOLATION                
3/19/2019 ,FAILURE TO YIELD AT INTERSECTION   
3/19/2019 ,ACCIDENT INVOLVING NON-INJURY      
3/20/2019 ,TELEPHONE THREAT                   
2/20/2019 ,THEFT OVER $500                    
3/19/2019 ,ACCIDENT INVOLVING NON-INJURY      
3/19/2019 ,ACCIDENT HIT AND RUN               
3/19/2019 ,ACCIDENT W/NON-VEH PROP DAMAGE     
3/19/2019 ,ACCIDENT ON PRIVATE PROPERTY       
3/21/2019 ,WARRANT-IN STATE                   
3/21/2019 ,FORGERY                            
3/21/2019 ,DECEPTIVE PRACTICES                
3/15/2019 ,ANIMAL - MISC CALLS                
3/15/2019 ,RABIES VACCINE REQUIRED            
3/15/2019 ,DISTURBING PEACE - BARKING DOG     
4/09/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/09/2019 ,IMPROPER BACKING                   
4/11/2019 ,OTHER TROUBLE/INFO RPT             
4/11/2019 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
4/11/2019 ,THEFT-RETAIL                       
4/11/2019 ,CRIMINAL DAMAGE TO PROPERTY        
4/11/2019 ,THEFT OF LOST/MISLAID PROPERTY     
4/02/2019 ,SPEEDING (RADAR)                   
4/12/2019 ,LOST ARTICLES                      
4/12/2019 ,FORGERY                            
4/12/2019 ,BURGLARY                           
4/12/2019 ,LOST DRIVERS LICENSE/PLATE         
4/10/2019 ,THEFT $500 AND UNDER               
4/06/2019 ,RETAIL THEFT                       
4/12/2019 ,LOST DRIVERS LICENSE/PLATE         
1/23/2019 ,FAILURE TO REDUCE SPEED            
1/24/2019 ,BATTERY                            
1/24/2019 ,CRIMINAL DAMAGE TO PROPERTY        
1/19/2019 ,FIELD INTERVIEW                    
1/20/2019 ,FIELD INTERVIEW                    
1/19/2019 ,FIELD INTERVIEW                    
1/17/2019 ,ELECTRONIC COMMUNICATION-VOICE     
1/22/2019 ,EXPIRED REGISTRATION               
1/25/2019 ,IMPOUNDED VEHICLE                  
1/22/2019 ,SPEEDING (RADAR)                   
1/25/2019 ,THEFT-RETAIL                       
1/21/2019 ,SPEEDING (RADAR)                   
1/18/2019 ,SPEEDING (RADAR)                   
1/18/2019 ,SPEEDING (RADAR)                   
2/26/2019 ,ACCIDENT INVOLVING NON-INJURY      
2/26/2019 ,IMPROPER LANE USAGE                
2/26/2019 ,SPEEDING (RADAR)                   
2/25/2019 ,DRIVING UNDER SUSPENDED LICENSE    
2/25/2019 ,CHILD RESTRAINT VIOLATIONS         
2/26/2019 ,SPEEDING (RADAR)                   
2/23/2019 ,NO TAILLIGHTS                      
2/23/2019 ,IMPROPER LIGHTING/ONE HEADLIGHT    
2/27/2019 ,FOUND ARTICLES                     
3/18/2019 ,SPEEDING (RADAR)                   
3/11/2019 ,SPEEDING (RADAR)                   
3/11/2019 ,SEAT BELT-DRIVER & PASSENGER       
1/21/2019 ,THEFT-IDENTITY                     
3/20/2019 ,DECEPTIVE PRACTICES                
3/23/2019 ,BATTERY-DOMESTIC                   
4/12/2019 ,SUICIDE THREAT-NO ATTEMPT          
4/01/2019 ,BURGLARY RESIDENTIAL               
4/13/2019 ,CRIMINAL DAMAGE TO PROPERTY        
4/13/2019 ,FAILURE TO YIELD TURNING LEFT      
4/13/2019 ,ACCIDENT INVOLVING NON-INJURY      
3/23/2019 ,DECEPTIVE PRACTICES                
4/11/2019 ,THEFT $500 AND UNDER               
4/13/2019 ,FOUND ARTICLES                     
4/12/2019 ,THEFT GENERALLY                    
4/14/2019 ,CRISIS INTERVEN. - MENTAL ILLNESS  
4/11/2019 ,THEFT OVER $500                    
4/11/2019 ,FIELD INTERVIEW                    
4/14/2019 ,FIELD INTERVIEW                    
4/10/2019 ,EXPIRED REGISTRATION               
4/12/2019 ,SPEEDING (RADAR)                   
4/12/2019 ,EXPIRED REGISTRATION               
4/14/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/14/2019 ,IMPROPER PASSING                   
4/11/2019 ,IMPROPER PARKING ON ROADWAY        
5/13/2019 ,DRIVING UNDER SUSPENDED LICENSE    
5/13/2019 ,IMPOUNDED VEHICLE                  
5/13/2019 ,TERRY STOPS                        
5/13/2019 ,BATTERY -CITY                      
5/13/2019 ,TRESPASSING                        
5/13/2019 ,PUBLIC URINATION                (C)
5/11/2019 ,FOUND ARTICLES                     
5/11/2019 ,ELECTRONIC COMMUNICATION-VOICE     
5/11/2019 ,ACCIDENT INVOLVING NON-INJURY      
5/11/2019 ,FAILURE TO REDUCE SPEED            
1/10/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
2/07/2019 ,SEXUAL ABUSE-CRIMINAL              
2/08/2019 ,CRIMINAL DAMAGE TO PROPERTY        
2/09/2019 ,BATTERY                            
2/09/2019 ,CRISIS INTERVEN. - MENTAL ILLNESS  
2/10/2019 ,CRISIS INTERVEN. - MENTAL ILLNESS  
2/10/2019 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
2/05/2019 ,FOUND ARTICLES                     
2/01/2019 ,CRISIS INTERVEN. - MENTAL ILLNESS  
1/31/2019 ,CRISIS INTERVEN. - MENTAL ILLNESS  
2/05/2019 ,SPEEDING (RADAR)                   
1/11/2019 ,DRIVING UNDER SUSPENDED LICENSE    
1/11/2019 ,IMPOUNDED VEHICLE                  
1/11/2019 ,TERRY STOPS                        
1/31/2019 ,THEFT $500 AND UNDER               
2/11/2019 ,THEFT OVER $500                    
2/11/2019 ,BATTERY-DOMESTIC                   
2/09/2019 ,HARASSMENT BY ELECTRONIC COMMUNICAT
2/09/2019 ,DISORDERLY CONDUCT-ALL OTHER       
2/11/2019 ,BATTERY-DOMESTIC                   
2/05/2019 ,SPEEDING (RADAR)                   
2/03/2019 ,FOUND ARTICLES                     
2/05/2019 ,SPEEDING (RADAR)                   
2/04/2019 ,SPEEDING (RADAR)                   
2/05/2019 ,SPEEDING (RADAR)                   
2/11/2019 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
2/11/2019 ,ACCIDENT INVOLVING NON-INJURY      
2/11/2019 ,FAILURE TO YIELD PRIVATE ROAD      
2/05/2019 ,SPEEDING (RADAR)                   
3/22/2019 ,VIOLATION OF BAIL BOND             
3/22/2019 ,ACCIDENT W/NON-VEH PROP DAMAGE     
3/22/2019 ,ACCIDENT ON PRIVATE PROPERTY       
3/22/2019 ,ACCIDENT INVOLVING NON-INJURY      
3/18/2019 ,THEFT OF LOST/MISLAID PROP         
3/23/2019 ,FIELD INTERVIEW                    
3/23/2019 ,FIELD INTERVIEW                    
3/23/2019 ,FIELD INTERVIEW                    
3/19/2019 ,FAILURE TO YIELD TURNING LEFT      
3/19/2019 ,ACCIDENT W/NON-VEH PROP DAMAGE     
3/19/2019 ,ACCIDENT INVOLVING NON-INJURY      
3/12/2019 ,EXPIRED REGISTRATION               
3/12/2019 ,SPEEDING (RADAR)                   
3/15/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
3/24/2019 ,POSS OF DRUG PARAPHERNALIA -ORD    
3/24/2019 ,FAILURE TO SIGNAL                  
3/24/2019 ,DRIVING UNDER SUSPENDED LICENSE    
3/24/2019 ,CONTROLLED SUBSTANCE-POSSESSION    
3/24/2019 ,CONTROLLED SUBSTANCE-LOOK-ALIKE    
3/16/2019 ,TRAFFIC SIGN VIOLATION             
3/24/2019 ,ACCIDENT HIT AND RUN               
3/24/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/15/2019 ,SPEEDING (RADAR)                   
4/15/2019 ,SPEEDING (RADAR)                   
4/19/2019 ,NO VALID DL DRIVERS LICENSE        
4/19/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
4/19/2019 ,SPEEDING (RADAR)                   
4/19/2019 ,IMPOUNDED VEHICLE                  
4/08/2019 ,SPEEDING (RADAR)                   
2/09/2019 ,FAILURE TO YIELD PRIVATE ROAD      
2/09/2019 ,ACCIDENT INVOLVING INJURY          
2/12/2019 ,FIELD INTERVIEW                    
2/13/2019 ,ACCIDENT INVOLVING NON-INJURY      
2/13/2019 ,HIT AND RUN                        
2/13/2019 ,DRIVING UNDER SUSPENDED LICENSE    
2/13/2019 ,ACCIDENT INVOLVING OTHER CITY PROP 
2/13/2019 ,ACCIDENT HIT AND RUN               
2/13/2019 ,LEAVING THE SCENE OF AN ACCIDENT   
2/13/2019 ,LEAVING SCENE PROPERTY DAMAGE      
2/13/2019 ,IMPROPER LANE USAGE                
2/02/2019 ,DECEPTIVE PRACTICES                
2/09/2019 ,FIELD INTERVIEW                    
2/10/2019 ,ACCIDENT INVOLVING NON-INJURY      
2/10/2019 ,FAILURE TO REDUCE SPEED            
2/12/2019 ,NO FOID CARD                       
2/12/2019 ,CRISIS INTERVEN. - OTHER           
2/12/2019 ,BATTERY                            
2/11/2019 ,SPEEDING (SCHOOL ZONE)             
3/12/2019 ,FAILURE TO YIELD AT INTERSECTION   
3/12/2019 ,ACCIDENT INVOLVING NON-INJURY      
3/12/2019 ,ACCIDENT W/NON-VEH PROP DAMAGE     
3/12/2019 ,SPEEDING (RADAR)                   
3/13/2019 ,TRESPASS TO LAND/REAL PROPERTY     
3/13/2019 ,FAILURE TO YIELD PRIVATE ROAD      
3/13/2019 ,ACCIDENT INVOLVING NON-INJURY      
3/13/2019 ,BATTERY-AGGRAVATED                 
3/13/2019 ,BATTERY-AGGRAVATED                 
3/13/2019 ,TELEPHONE THREAT                   
4/08/2019 ,SPEEDING (RADAR)                   
4/08/2019 ,SPEEDING (RADAR)                   
3/26/2019 ,NEGLECT & DEPENDENCY OF CHILDREN   
4/18/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/18/2019 ,FAILURE TO REDUCE SPEED            
4/15/2019 ,SPEEDING (RADAR)                   
4/15/2019 ,NO REGISTRATION                    
4/16/2019 ,SPEEDING (SCHOOL ZONE)             
4/21/2019 ,DRIVING UNDER SUSPENDED LICENSE    
4/21/2019 ,IMPOUNDED VEHICLE                  
4/19/2019 ,BATTERY-DOMESTIC                   
4/17/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/17/2019 ,IMPROPER LANE USAGE                
4/20/2019 ,THEFT-RETAIL                       
4/20/2019 ,THEFT-LABOR OR SERVICES            
4/22/2019 ,FOUND ARTICLES                     
4/22/2019 ,BURGLARY FROM MOTOR VEHICLE        
4/21/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/21/2019 ,IMPROPER LANE USAGE                
4/18/2019 ,TERRY STOPS                        
4/19/2019 ,FAILURE TO YIELD FROM STOP SIGN    
4/21/2019 ,BATTERY-AGG-CHILD                  
4/20/2019 ,SPEEDING (PACED)                   
4/20/2019 ,TRESPASS TO LAND/REAL PROPERTY     
4/21/2019 ,OBSTRUCTED/TINTED WINDSHIELD       
4/22/2019 ,IMPROPER LIGHTING/ONE HEADLIGHT    
4/22/2019 ,BATTERY-DOMESTIC                   
4/21/2019 ,ELECTRONIC COMMUNICATION-VOICE     
4/21/2019 ,NO VALID DL LICENSE CLASSIFICATION 
3/13/2019 ,SPECIFIC NOISE PROHIBITED          
3/13/2019 ,THEFT OF LOST/MISLAID PROPERTY     
3/13/2019 ,POSSESSION STOLEN PROPERTY         
3/13/2019 ,BURGLARY                           
3/14/2019 ,BATTERY-DOMESTIC                   
3/13/2019 ,HARASSMENT BY ELECTRONIC COMMUNICAT
3/13/2019 ,OTHER TROUBLE/INFO RPT             
3/16/2019 ,IMPOUNDED VEHICLE                  
3/16/2019 ,DRIVING UNDER REVOKED LICENSE      
3/16/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
3/16/2019 ,IMPOUNDED VEHICLE                  
3/16/2019 ,AGG FLEE/ATTEMPT ELUDE OFFICER     
3/12/2019 ,THEFT $500 AND UNDER               
3/15/2019 ,FRAUD-CREDIT CARD                  
3/15/2019 ,ACCIDENT INVOLVING NON-INJURY      
3/15/2019 ,FAILURE TO REDUCE SPEED            
3/15/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
3/11/2019 ,SPEEDING (SCHOOL ZONE)             
3/12/2019 ,SPEEDING (RADAR)                   
3/16/2019 ,USE OF FORCE BY OFFICER            
3/16/2019 ,DOMESTIC DISPUTE                   
3/14/2019 ,SEX OFFENDER-ADDRESS VERIFICATION  
3/17/2019 ,DAMAGING PROPERTY                  
3/14/2019 ,SPEEDING (RADAR)                   
3/15/2019 ,WARRANT-IN STATE                   
3/03/2019 ,THEFT $500 AND UNDER               
3/16/2019 ,WARRANT-IN STATE                   
3/16/2019 ,TRAFFIC SIGN VIOLATION             
4/08/2019 ,SPEEDING (RADAR)                   
4/21/2019 ,FIELD INTERVIEW                    
4/21/2019 ,FIELD INTERVIEW                    
4/21/2019 ,FIELD INTERVIEW                    
4/04/2019 ,TERRY STOPS                        
4/22/2019 ,ELECTRONIC COMMUNICATION-VOICE     
4/18/2019 ,SPEEDING (RADAR)                   
5/20/2019 ,BURGLARY                           
5/21/2019 ,DISORDERLY CONDUCT-ALL OTHER       
5/20/2019 ,SPEEDING (RADAR)                   
5/01/2019 ,LURING OF A MINOR                  
5/20/2019 ,BURGLARY RESIDENTIAL               
5/15/2019 ,OTHER MOVING VIOLATIONS            
5/15/2019 ,ACCIDENT INVOLVING NON-INJURY      
5/21/2019 ,DRIVING UNDER SUSPENDED LICENSE    
5/20/2019 ,FORGERY                            
5/23/2019 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
5/26/2019 ,IMPOUNDED VEHICLE                  
5/26/2019 ,DRIVING UNDER REVOKED LICENSE      
5/26/2019 ,TRAFFIC SIGN VIOLATION             
5/26/2019 ,POSS OF DRUG PARAPHERNALIA -ORD    
5/26/2019 ,HYPODERMIC NEEDLE/SYRINGE-POSS/SALE
5/26/2019 ,IMPOUNDED VEHICLE                  
5/26/2019 ,CONTROLLED SUBSTANCE-LOOK-ALIKE    
5/26/2019 ,CONTROLLED SUBSTANCE-POSSESSION    
4/04/2019 ,THEFT $500 AND UNDER               
5/27/2019 ,WARRANT-IN STATE                   
6/21/2019 ,ACCIDENT INVOLVING INJURY          
6/21/2019 ,TRAFFIC SIGNAL VIOLATION           
6/19/2019 ,MISSING PERSON ADULT/FEMALE        
3/16/2019 ,TERRY STOPS                        
3/15/2019 ,ASSIST OTHER POLICE DEPT           
3/15/2019 ,RECOVERED STOLEN VEHICLE           
3/17/2019 ,ARMED VIOLENCE                     
3/17/2019 ,NO PARKING/HANDICAP ZONE           
3/17/2019 ,IMPOUNDED VEHICLE                  
3/17/2019 ,AGGR UNLAWFUL USE OF WEAPON        
3/17/2019 ,DEL/MANUF CANNABIS OVER 30 G -FEL  
3/17/2019 ,DRIVING UNDER SUSPENDED LICENSE    
